502,92
607,71
426,329
472,322
350,465
533,346
584,378
532,29
149,16
84,372
529,152
614,460
66,112
598,321
474,44
482,63
101,314
584,446
590,415
331,20
458,455
568,209
373,14
620,298
48,414
115,35
256,111
8,78
559,32
587,451
373,238
50,264
130,355
362,90
315,377
505,451
306,274
71,273
241,185
412,181
623,74
370,208
85,205
497,381
537,199
628,161
71,455
110,279
530,424
82,107
0,330
621,415
289,284
461,153
471,175
2,125
274,160
219,169
57,290
321,445
199,4
293,270
483,131
461,45
393,282
97,243
34,282
497,7
437,252
485,31
342,409
302,60
582,442
252,230
315,475
593,435
591,468
132,446
441,314
303,269
71,235
132,388
384,135
330,59
535,314
160,186
68,436
382,313
495,99
207,77
348,7
443,297
68,197
391,262
34,16
132,452
128,66
530,294
605,427
394,137
525,11
444,258
526,246
256,217
197,475
529,170
303,407
221,211
110,213
435,82
631,255
222,215
396,281
497,186
166,266
214,185
246,411
175,59
566,126
14,477
370,410
625,232
207,93
202,201
49,444
592,248
62,351
187,275
228,90
303,352
414,171
98,426
108,422
51,337
552,361
454,217
112,412
202,121
332,188
620,367
538,207
559,333
307,273
622,344
170,470
346,301
525,444
336,92
207,141
67,225
119,342
360,247
570,365
564,310
243,417
147,186
630,384
483,118
414,418
77,161
567,223
546,198
365,433
273,48
78,177
299,304
426,366
60,65
161,441
595,95
480,235
361,331
3,107
613,129
62,174
315,15
7,429
526,131
82,246
280,240
268,165
227,58
144,168
180,465
37,394
462,1
323,369
546,479
412,121
409,404
340,95
330,91
440,301
142,243
1,318
115,233
54,350
12,159
198,56
173,262
80,157
518,6
593,283
577,473
423,63
175,82
105,390
293,213
38,341
8,379
242,152
564,242
205,328
434,132
410,438
364,475
310,259
577,358
120,166
301,264
391,90
315,67
165,107
161,51
122,239
628,95
74,199
93,181
533,443
536,130
177,384
22,448
150,221
480,300
451,246
187,429
574,394
287,459
509,153
177,225
115,145
288,150
433,408
413,274
179,5
252,229
350,32
475,29
330,425
119,215
556,353
145,96
44,19
382,94
300,411
373,259
463,23
342,113
190,98
290,400
578,238
228,40
172,77
310,275
389,112
242,453
339,28
339,249
467,166
9,462
614,138
161,399
449,386
400,78
343,252
480,315
9,180
202,39
496,164
124,46
474,242
260,173
198,295
204,123
403,53
605,116
428,390
398,466
26,244
145,216
590,364
267,395
342,163
388,397
418,267
197,165
317,290
33,30
211,86
52,242
393,11
37,35
363,478
68,311
176,460
182,373
2,276
172,57
610,340
442,200
567,330
118,440
436,209
284,156
27,179
127,104
47,212
186,276
598,362
10,279
31,89
437,82
80,440
493,283
133,369
593,397
111,149
570,342
142,195
370,471
325,191
462,319
235,413
389,360
176,357
177,221
525,238
494,264
6,450
394,244
24,49
188,472
241,308
584,260
127,318
303,5
64,13
575,397
161,477
509,327
74,146
147,322
256,99
441,115
209,153
512,238
220,476
476,241
499,391
401,337
176,31
113,478
113,158
556,131
522,323
167,191
176,360
209,209
137,52
211,113
403,2
400,15
144,341
542,415
622,353
84,364
103,346
321,249
627,69
82,431
274,428
236,332
342,357
588,432
259,456
24,402
296,387
459,121
173,417
566,317
197,294
275,142
151,212
119,287
24,466
608,408
122,94
380,427
75,375
413,206
355,109
201,277
356,200
194,133
0,140
84,107
474,113
606,255
49,260
549,35
112,284
466,328
612,271
155,152
491,169
476,252
226,306
532,473
501,383
72,211
505,406
69,121
637,389
639,301
412,53
45,79
125,228
410,57
135,340
178,420
22,254
284,27
217,169
198,448
414,429
396,233
296,302
405,93
441,310
549,100
390,466
73,165
93,20
220,18
594,423
30,59
289,132
419,351
513,383
288,342
95,358
538,96
363,35
235,259
306,347
319,406
125,228
293,394
252,177
546,164
433,465
76,391
311,397
532,265
571,0
110,395
62,333
515,47
598,29
194,17
442,40
423,211
22,346
362,282
287,174
298,474
339,305
369,437
299,241
295,151
70,101
372,402
449,196
245,284
531,183
94,220
536,476
415,284
36,473
304,232
334,322
336,177
565,248
564,131
3,147
303,64
343,183
598,429
479,307
566,304
10,139
135,453
436,471
598,90
84,96
399,54
510,44
511,51
187,406
623,94
346,409
123,85
189,360
369,452
72,182
473,369
346,200
29,471
231,446
127,214
409,370
200,442
2,229
525,103
63,203
394,365
272,191
548,466
406,274
8,48
12,352
59,296
576,212
123,331
170,252
25,217
510,307
151,375
560,446
18,292
329,155
32,400
314,355
286,66
123,4
189,259
283,33
14,471
462,386
113,312
486,366
152,293
302,102
571,105
171,39
610,320
244,457
52,90
137,110
184,263
524,385
465,251
77,112
181,253
482,241
349,90
228,241
279,192
519,248
229,226
304,303
171,205
231,63
589,66
504,142
118,11
278,258
533,114
622,227
472,265
594,104
155,248
262,263
585,78
41,186
590,227
611,9
532,473
564,69
252,455
198,36
521,265
370,228
618,334
182,193
549,175
204,85
159,180
547,277
251,314
262,336
361,271
417,414
455,332
392,46
226,365
83,185
458,268
363,383
154,27
244,401
542,193
579,20
398,165
386,288
456,294
565,384
263,316
522,107
537,104
78,288
472,295
157,178
128,47
355,439
106,220
102,119
384,283
269,149
136,61
613,330
192,391
222,372
569,250
134,85
347,266
266,231
535,38
619,290
180,119
260,205
486,94
515,137
3,427
134,345
372,422
469,320
84,300
428,128
28,58
471,373
466,247
98,61
475,258
159,394
213,387
616,273
437,193
46,317
31,474
554,181
164,410
507,342
156,440
377,226
343,19
78,453
4,98
470,273
433,203
295,393
361,266
471,170
173,212
191,353
490,321
30,35
587,469
638,62
425,377
156,239
338,40
411,194
112,167
70,328
149,470
363,220
364,14
259,169
209,63
378,380
532,456
399,220
238,224
370,266
34,433
236,16
256,214
445,35
635,416
101,379
34,317
404,16
293,305
118,181
553,380
246,118
92,447
424,310
583,230
214,364
84,23
226,175
62,70
524,126
32,473
621,260
535,18
266,232
415,411
300,263
73,207
389,435
12,362
594,357
300,287
186,275
41,437
331,202
71,397
550,52
245,381
367,103
103,216
508,168
523,334
510,326
128,419
498,407
183,162
548,26
384,265
172,241
314,414
464,471
402,3
331,310
152,395
499,322
49,216
100,206
638,229
423,290
220,75
289,67
80,12
166,169
161,303
514,272
139,6
367,28
363,76
162,134
487,153
100,268
298,379
30,132
565,116
48,286
506,49
387,403
162,436
489,14
442,279
32,48
135,226
353,458
4,116
528,170
176,80
279,201
537,379
236,67
195,201
115,118
380,283
540,29
119,198
368,263
238,196
293,252
539,453
131,280
358,135
106,4
148,212
185,47
480,345
0,328
237,469
622,56
256,2
580,91
322,32
597,12
384,179
99,84
502,230
356,255
602,190
320,24
444,396
133,340
509,260
248,252
551,237
312,447
454,292
560,54
394,373
102,404
510,76
85,100
562,33
562,105
321,205
620,142
117,68
476,146
470,391
370,21
279,33
238,208
550,376
569,41
155,7
349,310
91,373
395,156
99,312
212,416
451,359
303,4
359,393
496,402
611,416
501,324
251,477
35,121
242,24
125,368
220,6
594,178
618,309
18,90
351,296
101,114
296,79
32,141
387,183
61,416
57,101
385,475
274,20
121,145
46,312
486,37
209,304
479,275
187,59
114,267
302,345
606,54
585,268
244,274
238,120
314,150
561,236
156,167
185,1
490,409
133,55
310,283
37,301
26,305
15,436
220,176
50,256
410,121
178,435
425,94
62,456
430,275
615,116
526,238
62,439
554,202
30,127
261,247
263,233
228,28
162,390
151,14
293,390
432,76
218,8
480,47
4,16
104,446
452,101
92,217
161,14
244,366
508,385
371,455
408,426
614,96
541,148
614,140
132,426
571,194
449,37
431,417
154,85
310,154
554,235
396,442
622,316
67,378
455,104
464,69
119,138
499,161
395,479
251,0
213,461
477,161
37,365
297,259
235,75
335,292
57,18
527,288
381,397
446,120
504,407
119,89
564,125
266,415
409,8
25,30
242,241
262,421
315,307
307,241
392,199
326,395
507,73
305,471
108,233
360,298
27,165
168,320
309,91
3,12
159,83
388,277
526,404
233,142
299,461
447,190
604,388
567,136
78,50
610,290
575,297
51,462
131,53
98,359
371,392
204,243
1,152
26,174
435,310
368,35
619,317
551,262
316,307
382,479
597,174
539,69
448,237
217,133
15,409
76,460
616,249
582,428
344,150
231,369
517,440
227,77
502,28
272,223
339,263
32,277
610,381
30,405
10,151
143,151
585,133
42,289
621,471
209,159
489,469
627,420
135,324
477,14
409,374
151,271
215,66
490,225
483,290
602,118
636,152
291,20
445,364
562,211
561,153
489,205
186,153
484,138
192,205
52,207
277,340
473,387
92,71
277,353
35,232
26,459
558,425
211,162
620,332
471,310
378,285
613,343
32,361
407,124
310,434
196,57
379,47
260,91
227,179
121,383
136,373
448,352
64,31
592,238
637,478
10,416
78,349
270,284
588,348
360,276
233,434
221,411
607,323
348,467
557,5
285,403
427,138
190,166
192,130
21,10
542,360
121,174
491,362
544,44
612,211
109,299
198,479
282,300
19,186
445,9
395,321
568,350
311,160
373,412
203,186
100,301
284,326
514,186
19,366
14,247
527,9
224,395
193,194
388,235
443,32
265,409
346,395
607,348
481,247
597,150
280,148
397,71
257,398
551,391
565,110
393,462
50,19
551,27
243,179
165,83
326,468
242,35
274,141
221,268
343,11
154,212
328,99
15,424
290,65
607,428
549,425
552,3
351,398
246,467
19,389
117,35
321,294
45,257
593,211
19,322
622,382
547,425
420,452
267,285
22,309
549,198
337,266
280,292
73,363
119,295
474,367
517,278
397,100
372,342
24,67
553,328
529,230
58,148
423,33
391,223
200,408
139,344
3,2
436,35
591,41
576,136
466,350
203,423
566,64
3,194
544,6
191,446
473,163
628,427
121,217
145,82
621,113
82,51
506,262
105,316
82,237
2,355
486,240
318,101
586,157
374,404
363,213
29,409
606,25
218,465
483,411
11,452
209,307
133,126
258,167
565,302
350,173
446,168
553,96
214,33
412,348
412,252
223,132
441,387
34,264
331,36
39,129
181,28
605,267
314,368
17,242
471,287
432,290
163,80
21,183
131,292
137,267
48,267
207,148
424,45
225,425
136,420
340,231
285,382
318,193
589,320
321,187
601,186
528,405
79,211
160,445
417,228
263,276
365,305
370,440
467,407
233,20
493,157
41,228
500,106
634,159
554,90
303,130
362,284
287,144
628,204
513,241
33,34
51,34
196,443
577,467
49,378
293,460
433,293
162,467
82,47
464,26
586,6
339,6
68,356
96,215
103,368
283,200
588,179
451,406
300,49
195,363
89,408
502,307
131,37
105,341
474,409
629,379
460,180
252,414
382,220
251,159
46,248
450,19
491,67
77,410
216,474
484,79
252,423
468,163
482,200
326,389
320,99
331,458
365,460
52,379
516,186
564,252
227,317
573,311
279,410
558,375
122,393
428,243
365,66
221,87
252,324
225,293
95,217
310,417
249,304
88,201
211,351
29,407
374,200
234,199
141,110
282,125
149,158
238,216
335,109
160,239
82,57
418,53
292,289
249,21
130,346
212,58
418,172
263,110
563,43
367,373
557,102
630,206
602,161
282,16
544,239
520,301
77,161
271,151
158,36
485,320
79,16
614,409
20,435
59,10
34,250
100,158
341,133
231,170
382,97
608,343
133,448
98,233
131,75
93,277
546,217
478,425
595,118
552,8
26,442
505,410
142,80
542,442
447,255
182,192
315,179
514,277
628,52
75,192
543,189
77,203
354,17
409,51
212,183
424,257
311,170
187,433
528,309
399,190
113,309
34,284
481,117
407,435
202,457
469,67
199,173
165,59
152,265
510,130
261,150
151,1
53,404
180,295
334,285
146,402
41,290
168,111
633,89
249,254
22,71
232,304
55,468
490,214
575,175
122,409
204,4
29,85
163,214
526,0
257,173
43,216
441,10
233,228
368,24
417,422
348,143
387,438
208,114
441,92
536,180
171,110
315,345
223,430
371,402
597,294
186,367
583,47
303,105
600,135
1,301
534,413
209,92
318,213
435,138
337,285
48,172
338,283
58,313
494,43
433,30
399,183
299,397
453,306
114,70
202,163
138,2
339,319
448,19
137,293
290,116
333,181
603,418
84,386
376,423
270,359
532,253
573,298
612,403
55,332
257,63
373,412
352,171
302,401
486,165
474,178
538,79
638,247
341,153
138,118
623,424
99,31
472,220
388,416
305,397
311,74
42,125
243,71
6,210
559,201
112,230
361,423
10,311
323,8
141,74
17,12
291,170
293,273
452,205
104,299
554,247
626,417
606,404
207,276
533,64
179,421
109,93
297,6
512,25
130,323
242,387
52,72
564,18
212,286
457,35
571,176
83,82
130,201
409,205
621,214
67,117
229,321
423,230
226,152
156,38
292,331
129,81
561,136
387,160
314,161
84,118
587,111
27,130
71,160
518,123
401,299
210,111
91,134
268,343
173,35
258,199
411,91
298,184
365,176
157,424
419,474
436,244
323,60
339,437
467,117
584,244
145,473
331,28
446,378
490,166
4,396
34,289
265,271
289,289
401,109
205,352
374,115
570,477
327,365
594,134
103,317
410,149
302,76
193,207
157,91
561,63
331,288
362,60
33,8
413,229
638,322
581,229
556,222
309,13
3,263
275,261
182,362
392,186
400,470
125,291
603,140
151,359
521,351
497,264
69,253
613,456
416,206
153,335
622,157
124,394
621,251
448,206
148,338
258,6
424,430
498,257
138,265
510,112
234,179
2,448
492,285
314,247
246,223
210,267
118,35
463,329
406,135
125,63
366,424
181,181
507,373
105,381
91,120
453,254
148,133
266,184
344,259
370,421
131,318
225,38
5,377
498,310
36,473
432,72
490,378
614,284
474,302
169,323
607,292
352,216
165,336
426,417
458,99
315,236
372,87
378,291
601,69
331,208
417,23
438,145
348,315
48,33
318,210
322,40
518,391
158,340
570,466
455,123
326,440
463,256
573,272
293,272
628,10
559,18
538,137
264,409
184,37
333,314
113,351
294,403
317,89
248,424
123,313
30,361
331,364
388,287
611,79
228,259
586,184
535,458
219,274
519,166
361,419
0,251
191,135
238,326
121,275
63,309
404,294
344,199
309,258
626,104
389,132
578,2
180,90
293,114
522,7
95,206
225,305
355,312
634,308
372,253
121,409
379,386
71,381
284,152
26,276
104,445
301,259
36,217
503,410
571,70
139,90
271,339
450,411
370,291
470,209
175,55
368,72
69,305
315,201
500,316
402,182
373,170
49,202
530,354
298,59
639,70
553,466
320,471
390,126
591,411
334,165
340,239
364,308
486,346
16,345
620,335
301,140
461,61
130,108
550,405
97,194
348,246
227,33
501,273
218,397
349,248
96,16
417,335
255,423
262,201
636,395
455,249
471,61
42,469
341,117
355,438
557,25
286,313
148,25
532,446
62,475
332,393
616,20
226,69
242,390
301,28
203,191
134,187
244,274
576,176
350,154
80,312
608,98
240,407
342,342
628,72
153,329
82,381
434,59
623,300
261,436
479,182
586,397
288,185
347,259
187,43
214,306
559,155
603,295
254,432
323,29
329,47
375,164
88,454
449,199
608,297
294,26
483,382
506,462
628,355
238,468
113,230
350,336
458,193
591,427
191,219
1,32
164,349
247,375
86,259
303,140
576,304
357,137
233,234
397,411
495,424
94,385
452,336
601,95
387,254
102,43
204,128
555,442
320,356
230,142
132,95
32,266
531,198
534,21
35,7
159,235
434,182
2,371
29,239
46,32
100,386
201,292
638,131
280,353
638,458
264,213
269,312
111,203
320,53
266,13
441,389
620,193
343,141
554,216
21,383
257,295
513,388
299,43
530,462
221,468
219,57
201,462
415,209
27,220
462,136
24,130
300,388
268,61
192,467
251,48
492,39
601,65
120,23
23,194
436,183
577,238
126,360
368,16
417,131
556,132
595,373
607,104
564,204
406,24
225,141
197,197
62,420
535,207
310,154
508,262
563,318
261,147
609,202
380,97
283,161
274,373
68,159
59,194
331,285
44,155
83,114
245,396
0,317
341,79
273,450
2,29
37,215
301,12
111,183
136,445
303,225
262,366
570,250
502,245
372,408
245,463
486,90
166,292
352,27
491,73
55,240
516,137
316,177
205,96
377,444
94,337
89,310
184,8
347,409
497,436
439,271
358,133
226,360
587,373
231,394
543,323
75,115
505,178
95,399
4,272
375,437
156,252
445,375
571,270
538,17
197,6
322,70
72,282
55,410
620,285
316,205
88,42
379,414
390,359
281,156
533,12
451,83
153,82
537,433
423,5
237,57
311,462
276,112
114,307
515,402
180,428
254,159
301,430
324,74
451,210
610,472
181,100
43,59
389,376
624,44
607,63
289,478
173,73
174,374
250,370
280,20
101,125
633,128
234,470
231,432
42,132
276,192
256,393
349,392
95,206
584,39
20,444
1,473
437,354
547,78
625,224
34,190
25,151
434,101
306,222
476,366
102,22
349,329
475,176
410,452
343,39
457,321
105,89
103,381
278,140
186,369
396,253
256,53
58,343
147,250
25,298
429,408
154,193
88,301
433,112
371,328
2,70
261,81
307,342
543,8
425,84
24,192
168,181
418,393
380,309
322,353
538,176
301,288
305,124
230,288
632,286
426,143
362,410
396,144
138,451
218,170
564,25
588,22
229,423
636,445
601,425
73,259
101,435
477,229
459,346
155,471
43,333
618,235
179,105
563,453
587,199
576,146
29,215
258,350
579,298
387,428
98,218
35,54
106,98
97,10
553,424
411,441
592,413
530,297
512,372
390,91
184,169
125,335
0,191
194,453
335,211
267,209
69,211
397,224
523,354
199,458
26,32
573,211
557,109
459,91
357,27
602,202
480,195
526,438
592,4
569,398
147,465
505,393
312,322
76,468
104,206
252,414
144,32
16,295
201,63
115,121
529,352
365,303
584,396
156,143
200,382
200,296
178,371
0,6
183,123
400,6
240,38
138,247
548,58
322,205
116,254
365,232
241,294
103,276
604,446
205,346
314,17
275,55
398,226
53,194
262,336
179,243
482,120
264,257
354,153
331,113
482,14
625,296
68,3
339,104
461,227
555,423
537,196
304,54
194,74
476,360
349,235
411,287
417,84
217,388
159,352
386,10
480,230
258,301
367,320
110,203
32,370
232,230
564,19
198,158
603,157
226,19
29,329
480,333
239,398
613,463
201,171
50,180
50,278
343,378
342,20
411,6
421,388
561,103
481,97
73,429
627,112
484,391
439,315
190,100
512,409
465,243
82,376
111,441
179,102
81,219
165,412
630,438
23,144
414,417
502,43
443,365
160,223
413,312
225,308
528,138
421,440
433,447
219,53
108,163
317,112
168,252
319,28
403,471
322,415
79,188
164,296
523,99
356,250
28,95
199,186
541,342
180,364
564,224
341,164
235,342
470,332
452,431
421,169
231,261
177,304
396,408
161,449
515,219
420,323
43,54
529,242
563,408
231,245
298,219
353,142
595,136
480,151
551,393
90,70
259,299
227,269
94,125
445,429
609,365
447,380
227,393
634,30
337,353
298,384
158,235
290,239
434,60
62,432
529,446
310,3
517,450
319,329
416,30
250,300
235,418
567,30
562,383
433,431
349,261
326,140
540,339
66,226
549,210
361,8
433,213
33,114
144,52
413,460
29,466
493,2
571,372
515,20
487,283
550,370
390,279
344,262
431,40
382,456
29,252
620,405
327,310
397,66
5,239
231,82
45,260
180,235
428,342
215,55
116,436
286,295
564,374
149,81
141,173
322,450
429,223
148,411
432,361
89,445
76,207
209,456
480,5
272,192
381,273
631,404
14,101
130,5
449,391
221,204
445,55
204,261
151,353
80,396
547,53
161,478
264,448
484,221
180,141
589,362
517,123
28,133
390,461
568,325
33,85
221,84
10,249
180,309
460,405
88,45
486,456
215,87
80,39
108,462
12,138
499,408
409,123
38,452
536,362
279,132
545,239
393,77
241,253
221,36
55,264
400,113
241,432
445,254
214,370
441,136
43,42
140,420
398,112
114,73
297,136
316,75
314,81
99,139
563,422
102,389
532,126
400,24
614,235
339,135
483,63
420,364
263,157
561,272
541,112
453,283
376,389
617,268
241,82
376,381
618,94
132,94
280,472
636,142
508,52
454,396
300,444
35,438
18,303
305,256
432,289
212,205
63,276
106,61
348,365
292,156
249,179
234,412
111,106
0,333
143,177
385,279
342,312
94,242
603,169
257,204
625,189
166,428
447,184
211,283
623,123
603,356
332,234
597,228
279,81
110,156
46,296
257,197
483,144
634,170
471,248
510,382
256,327
130,334
103,62
320,233
605,438
596,125
204,367
255,309
536,219
350,373
560,31
298,161
552,84
21,456
236,222
124,374
526,200
83,255
412,23
8,153
29,361
286,458
321,342
461,379
145,370
628,471
552,13
514,192
555,332
590,92
545,0
6,177
399,351
140,309
610,364
632,55
100,385
391,460
529,85
190,359
170,311
76,297
348,180
590,239
155,8
29,273
251,161
124,38
214,207
158,379
236,436
76,427
497,351
29,283
401,191
153,315
325,202
94,252
73,147
142,459
226,28
231,80
94,251
451,440
467,198
348,372
290,165
212,154
518,50
95,234
492,210
375,11
108,347
457,85
149,117
139,264
532,409
202,276
264,157
201,6
278,40
247,392
382,437
426,302
599,144
223,53
441,376
540,24
283,171
433,110
620,108
473,149
618,469
23,170
257,313
147,127
99,3
60,40
573,207
26,414
152,223
570,404
307,475
1,374
8,313
463,28
19,251
552,443
261,427
260,384
172,14
236,355
478,148
184,104
71,444
595,420
513,58
132,144
232,3
622,129
289,111
24,208
256,225
46,413
533,86
265,341
470,97
29,319
106,267
549,15
104,108
306,148
616,372
113,409
327,34
264,422
231,341
307,81
179,34
327,43
403,259
527,311
464,339
330,284
429,170
202,266
453,78
168,24
421,421
61,61
201,117
330,196
359,214
5,227
411,6
229,105
318,420
280,23
256,43
446,85
250,94
50,28
77,301
483,445
190,187
22,450
629,372
511,90
207,269
560,4
181,294
444,396
233,92
233,125
530,85
474,154
217,154
131,50
535,337
199,359
369,76
236,340
25,0
359,81
388,117
386,168
182,315
79,75
103,146
529,462
45,184
468,440
268,257
625,46
150,330
101,119
299,158
504,376
365,441
489,220
71,479
495,93
608,314
116,307
273,350
495,175
388,303
550,398
572,267
21,267
435,298
408,305
3,93
234,380
335,192
580,401
37,213
258,433
476,318
593,314
438,78
324,358
466,287
287,58
577,262
106,186
252,182
498,391
460,117
441,105
232,161
97,355
79,167
119,89
203,329
568,404
387,473
282,96
153,297
173,438
623,377
622,440
84,45
75,158
361,368
393,354
52,160
155,434
325,443
42,241
489,426
410,257
89,79
117,454
349,202
439,446
278,10
438,66
377,208
282,91
57,245
99,209
628,274
310,268
542,389
318,119
166,214
564,52
79,163
627,14
